DS_ID,GeoCode,Continent,Country,MacroRegion,Region,Province,DistrictUnit,PostCode
"ITG2B","ITG2B","European Union","Italy","ISOLE","Sardegna","Medio Campidano","",""
"ITG2C","ITG2C","European Union","Italy","ISOLE","Sardegna","Carbonia-Iglesias","",""
"ITG25","ITG25","European Union","Italy","ISOLE","Sardegna","Sassari","",""
"ITG26","ITG26","European Union","Italy","ISOLE","Sardegna","Nuoro","",""
"ITG27","ITG27","European Union","Italy","ISOLE","Sardegna","Cagliari","",""
"ITG28","ITG28","European Union","Italy","ISOLE","Sardegna","Oristano","",""
"ITG29","ITG29","European Union","Italy","ISOLE","Sardegna","Olbia-Tempio","",""
"ITG2A","ITG2A","European Union","Italy","ISOLE","Sardegna","Ogliastra","",""
"ITZZZ","ITZZZ","European Union","Italy","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"LT005","LT005","European Union","Lithuania","LIETUVA","Lietuva","Panevėžio apskritis","",""
"LT009","LT009","European Union","Lithuania","LIETUVA","Lietuva","Utenos apskritis","",""
"LT00A","LT00A","European Union","Lithuania","LIETUVA","Lietuva","Vilniaus apskritis","",""
"LT004","LT004","European Union","Lithuania","LIETUVA","Lietuva","Marijampolės apskritis","",""
"LT006","LT006","European Union","Lithuania","LIETUVA","Lietuva","Šiaulių apskritis","",""
"LT007","LT007","European Union","Lithuania","LIETUVA","Lietuva","Tauragės apskritis","",""
"LT008","LT008","European Union","Lithuania","LIETUVA","Lietuva","Telšių apskritis","",""
"LT001","LT001","European Union","Lithuania","LIETUVA","Lietuva","Alytaus apskritis","",""
"LT002","LT002","European Union","Lithuania","LIETUVA","Lietuva","Kauno apskritis","",""
"LT003","LT003","European Union","Lithuania","LIETUVA","Lietuva","Klaipėdos apskritis","",""
"LTZZZ","LTZZZ","European Union","Lithuania","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"LU000","LU000","European Union","Luxembourg   ","LUXEMBOURG (GRAND-DUCHÉ)","Luxembourg (Grand-Duché)","Luxembourg (Grand-Duché)","",""
"LUZZZ","LUZZZ","European Union","Luxembourg   ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"LV007","LV007","European Union","Latvia","LATVIJA","Latvija","Pierīga","",""
"LV005","LV005","European Union","Latvia","LATVIJA","Latvija","Latgale","",""
"LV006","LV006","European Union","Latvia","LATVIJA","Latvija","Rīga","",""
"LV003","LV003","European Union","Latvia","LATVIJA","Latvija","Kurzeme","",""
"LV009","LV009","European Union","Latvia","LATVIJA","Latvija","Zemgale","",""
"LV008","LV008","European Union","Latvia","LATVIJA","Latvija","Vidzeme","",""
"LVZZZ","LVZZZ","European Union","Latvia","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"MT002","MT002","European Union","Malta ","Malta","Malta","Gozo and Comino / Għawdex u Kemmuna","",""
"MT001","MT001","European Union","Malta ","Malta","Malta","Malta","",""
"MTZZZ","MTZZZ","European Union","Malta ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"NL113","NL113","European Union","Netherlands","NOORD-NEDERLAND","Groningen","Overig Groningen","",""
"NL111","NL111","European Union","Netherlands","NOORD-NEDERLAND","Groningen","Oost-Groningen","",""
"NL112","NL112","European Union","Netherlands","NOORD-NEDERLAND","Groningen","Delfzijl en omgeving","",""
"NL123","NL123","European Union","Netherlands","NOORD-NEDERLAND","Friesland (NL)","Zuidoost-Friesland","",""
"NL122","NL122","European Union","Netherlands","NOORD-NEDERLAND","Friesland (NL)","Zuidwest-Friesland","",""
"NL121","NL121","European Union","Netherlands","NOORD-NEDERLAND","Friesland (NL)","Noord-Friesland","",""
"NL131","NL131","European Union","Netherlands","NOORD-NEDERLAND","Drenthe","Noord-Drenthe","",""
"NL132","NL132","European Union","Netherlands","NOORD-NEDERLAND","Drenthe","Zuidoost-Drenthe","",""
"NL133","NL133","European Union","Netherlands","NOORD-NEDERLAND","Drenthe","Zuidwest-Drenthe","",""
"NL211","NL211","European Union","Netherlands","OOST-NEDERLAND","Overijssel","Noord-Overijssel","",""
"NL212","NL212","European Union","Netherlands","OOST-NEDERLAND","Overijssel","Zuidwest-Overijssel","",""
"NL213","NL213","European Union","Netherlands","OOST-NEDERLAND","Overijssel","Twente","",""
"NL221","NL221","European Union","Netherlands","OOST-NEDERLAND","Gelderland","Veluwe","",""
"NL224","NL224","European Union","Netherlands","OOST-NEDERLAND","Gelderland","Zuidwest-Gelderland","",""
"NL226","NL226","European Union","Netherlands","OOST-NEDERLAND","Gelderland","Arnhem/Nijmegen","",""
"NL225","NL225","European Union","Netherlands","OOST-NEDERLAND","Gelderland","Achterhoek","",""
"NL230","NL230","European Union","Netherlands","OOST-NEDERLAND","Flevoland","Flevoland","",""
"NL310","NL310","European Union","Netherlands","WEST-NEDERLAND","Utrecht","Utrecht","",""
"NL324","NL324","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Agglomeratie Haarlem","",""
"NL325","NL325","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Zaanstreek","",""
"NL326","NL326","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Groot-Amsterdam","",""
"NL323","NL323","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","IJmond","",""
"NL321","NL321","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Kop van Noord-Holland","",""
"NL327","NL327","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Het Gooi en Vechtstreek","",""
"NL322","NL322","European Union","Netherlands","WEST-NEDERLAND","Noord-Holland","Alkmaar en omgeving","",""
"NL332","NL332","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Agglomeratie 's-Gravenhage","",""
"NL333","NL333","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Delft en Westland","",""
"NL335","NL335","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Groot-Rijnmond","",""
"NL336","NL336","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Zuidoost-Zuid-Holland","",""
"NL331","NL331","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Agglomeratie Leiden en Bollenstreek","",""
"NL334","NL334","European Union","Netherlands","WEST-NEDERLAND","Zuid-Holland","Oost-Zuid-Holland","",""
"NL341","NL341","European Union","Netherlands","WEST-NEDERLAND","Zeeland","Zeeuwsch-Vlaanderen","",""
"NL342","NL342","European Union","Netherlands","WEST-NEDERLAND","Zeeland","Overig Zeeland","",""
"NL412","NL412","European Union","Netherlands","ZUID-NEDERLAND","Noord-Brabant","Midden-Noord-Brabant","",""
"NL411","NL411","European Union","Netherlands","ZUID-NEDERLAND","Noord-Brabant","West-Noord-Brabant","",""
"NL413","NL413","European Union","Netherlands","ZUID-NEDERLAND","Noord-Brabant","Noordoost-Noord-Brabant","",""
"NL414","NL414","European Union","Netherlands","ZUID-NEDERLAND","Noord-Brabant","Zuidoost-Noord-Brabant","",""
"NL422","NL422","European Union","Netherlands","ZUID-NEDERLAND","Limburg (NL)","Midden-Limburg","",""
"NL423","NL423","European Union","Netherlands","ZUID-NEDERLAND","Limburg (NL)","Zuid-Limburg","",""
"NL421","NL421","European Union","Netherlands","ZUID-NEDERLAND","Limburg (NL)","Noord-Limburg","",""
"NLZZZ","NLZZZ","European Union","Netherlands","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"PL113","PL113","European Union","Poland","REGION CENTRALNY","Łódzkie","Miasto Łódź","",""
"PL114","PL114","European Union","Poland","REGION CENTRALNY","Łódzkie","Łódzki","",""
"PL116","PL116","European Union","Poland","REGION CENTRALNY","Łódzkie","Sieradzki","",""
"PL117","PL117","European Union","Poland","REGION CENTRALNY","Łódzkie","Skierniewicki","",""
"PL115","PL115","European Union","Poland","REGION CENTRALNY","Łódzkie","Piotrkowski","",""
"PL127","PL127","European Union","Poland","REGION CENTRALNY","Mazowieckie","Miasto Warszawa","",""
"PL129","PL129","European Union","Poland","REGION CENTRALNY","Mazowieckie","Warszawski-wschodni","",""
"PL12A","PL12A","European Union","Poland","REGION CENTRALNY","Mazowieckie","Warszawski-zachodni","",""
"PL128","PL128","European Union","Poland","REGION CENTRALNY","Mazowieckie","Radomski","",""
"PL122","PL122","European Union","Poland","REGION CENTRALNY","Mazowieckie","Ostrołęcko-siedlecki","",""
"PL121","PL121","European Union","Poland","REGION CENTRALNY","Mazowieckie","Ciechanowsko-płocki","",""
"PL213","PL213","European Union","Poland","REGION POŁUDNIOWY","Małopolskie","Miasto Kraków","",""
"PL214","PL214","European Union","Poland","REGION POŁUDNIOWY","Małopolskie","Krakowski","",""
"PL215","PL215","European Union","Poland","REGION POŁUDNIOWY","Małopolskie","Nowosądecki","",""
"PL216","PL216","European Union","Poland","REGION POŁUDNIOWY","Małopolskie","Oświęcimski","",""
"PL217","PL217","European Union","Poland","REGION POŁUDNIOWY","Małopolskie","Tarnowski","",""
"PL22C","PL22C","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Tyski","",""
"PL224","PL224","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Częstochowski","",""
"PL22B","PL22B","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Sosnowiecki","",""
"PL22A","PL22A","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Katowicki","",""
"PL225","PL225","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Bielski","",""
"PL227","PL227","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Rybnicki","",""
"PL228","PL228","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Bytomski","",""
"PL229","PL229","European Union","Poland","REGION POŁUDNIOWY","Śląskie","Gliwicki","",""
"PL312","PL312","European Union","Poland","REGION WSCHODNI","Lubelskie","Chełmsko-zamojski","",""
"PL314","PL314","European Union","Poland","REGION WSCHODNI","Lubelskie","Lubelski","",""
"PL315","PL315","European Union","Poland","REGION WSCHODNI","Lubelskie","Puławski","",""
"PL311","PL311","European Union","Poland","REGION WSCHODNI","Lubelskie","Bialski","",""
"PL323","PL323","European Union","Poland","REGION WSCHODNI","Podkarpackie","Krośnieński","",""
"PL324","PL324","European Union","Poland","REGION WSCHODNI","Podkarpackie","Przemyski","",""
"PL325","PL325","European Union","Poland","REGION WSCHODNI","Podkarpackie","Rzeszowski","",""
"PL326","PL326","European Union","Poland","REGION WSCHODNI","Podkarpackie","Tarnobrzeski","",""
"PL331","PL331","European Union","Poland","REGION WSCHODNI","Świętokrzyskie","Kielecki","",""
"PL332","PL332","European Union","Poland","REGION WSCHODNI","Świętokrzyskie","Sandomiersko-jędrzejowski","",""
"PL345","PL345","European Union","Poland","REGION WSCHODNI","Podlaskie","Suwalski","",""
"PL344","PL344","European Union","Poland","REGION WSCHODNI","Podlaskie","Łomżyński","",""
"PL343","PL343","European Union","Poland","REGION WSCHODNI","Podlaskie","Białostocki","",""
"PL414","PL414","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Koniński","",""
"PL418","PL418","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Poznański","",""
"PL415","PL415","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Miasto Poznań","",""
"PL416","PL416","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Kaliski","",""
"PL411","PL411","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Pilski","",""
"PL417","PL417","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Wielkopolskie","Leszczyński","",""
"PL425","PL425","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Zachodniopomorskie","Szczeciński","",""
"PL422","PL422","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Zachodniopomorskie","Koszaliński","",""
"PL423","PL423","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Zachodniopomorskie","Stargardzki","",""
"PL424","PL424","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Zachodniopomorskie","Miasto Szczecin","",""
"PL431","PL431","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Lubuskie","Gorzowski","",""
"PL432","PL432","European Union","Poland","REGION PÓŁNOCNO-ZACHODNI","Lubuskie","Zielonogórski","",""
"PL514","PL514","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Dolnośląskie","Miasto Wrocław","",""
"PL515","PL515","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Dolnośląskie","Jeleniogórski","",""
"PL516","PL516","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Dolnośląskie","Legnicko-Głogowski","",""
"PL518","PL518","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Dolnośląskie","Wrocławski","",""
"PL517","PL517","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Dolnośląskie","Wałbrzyski","",""
"PL521","PL521","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Opolskie","Nyski","",""
"PL522","PL522","European Union","Poland","REGION POŁUDNIOWO-ZACHODNI","Opolskie","Opolski","",""
"PL613","PL613","European Union","Poland","REGION PÓŁNOCNY","Kujawsko-Pomorskie","Bydgosko-Toruński","",""
"PL615","PL615","European Union","Poland","REGION PÓŁNOCNY","Kujawsko-Pomorskie","Włocławski","",""
"PL614","PL614","European Union","Poland","REGION PÓŁNOCNY","Kujawsko-Pomorskie","Grudziądzki","",""
"PL622","PL622","European Union","Poland","REGION PÓŁNOCNY","Warmińsko-Mazurskie","Olsztyński","",""
"PL621","PL621","European Union","Poland","REGION PÓŁNOCNY","Warmińsko-Mazurskie","Elbląski","",""
"PL623","PL623","European Union","Poland","REGION PÓŁNOCNY","Warmińsko-Mazurskie","Ełcki","",""
"PL633","PL633","European Union","Poland","REGION PÓŁNOCNY","Pomorskie","Trójmiejski","",""
"PL634","PL634","European Union","Poland","REGION PÓŁNOCNY","Pomorskie","Gdański","",""
"PL631","PL631","European Union","Poland","REGION PÓŁNOCNY","Pomorskie","Słupski","",""
"PL635","PL635","European Union","Poland","REGION PÓŁNOCNY","Pomorskie","Starogardzki","",""
"PLZZZ","PLZZZ","European Union","Poland","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"PT111","PT111","European Union","Portugal ","CONTINENTE","Norte","Minho-Lima","",""
"PT112","PT112","European Union","Portugal ","CONTINENTE","Norte","Cávado","",""
"PT115","PT115","European Union","Portugal ","CONTINENTE","Norte","Tâmega","",""
"PT113","PT113","European Union","Portugal ","CONTINENTE","Norte","Ave","",""
"PT114","PT114","European Union","Portugal ","CONTINENTE","Norte","Grande Porto","",""
"PT118","PT118","European Union","Portugal ","CONTINENTE","Norte","Alto Trás-os-Montes","",""
"PT116","PT116","European Union","Portugal ","CONTINENTE","Norte","Entre Douro e Vouga","",""
"PT117","PT117","European Union","Portugal ","CONTINENTE","Norte","Douro","",""
"PT150","PT150","European Union","Portugal ","CONTINENTE","Algarve","Algarve","",""
"PT162","PT162","European Union","Portugal ","CONTINENTE","Centro (P)","Baixo Mondego","",""
"PT163","PT163","European Union","Portugal ","CONTINENTE","Centro (P)","Pinhal Litoral","",""
"PT164","PT164","European Union","Portugal ","CONTINENTE","Centro (P)","Pinhal Interior Norte","",""
"PT166","PT166","European Union","Portugal ","CONTINENTE","Centro (P)","Pinhal Interior Sul","",""
"PT169","PT169","European Union","Portugal ","CONTINENTE","Centro (P)","Beira Interior Sul","",""
"PT167","PT167","European Union","Portugal ","CONTINENTE","Centro (P)","Serra da Estrela","",""
"PT165","PT165","European Union","Portugal ","CONTINENTE","Centro (P)","Dâo-Lafôes","",""
"PT161","PT161","European Union","Portugal ","CONTINENTE","Centro (P)","Baixo Vouga","",""
"PT16A","PT16A","European Union","Portugal ","CONTINENTE","Centro (P)","Cova da Beira","",""
"PT16B","PT16B","European Union","Portugal ","CONTINENTE","Centro (P)","Oeste","",""
"PT168","PT168","European Union","Portugal ","CONTINENTE","Centro (P)","Beira Interior Norte","",""
"PT16C","PT16C","European Union","Portugal ","CONTINENTE","Centro (P)","Médio Tejo","",""
"PT171","PT171","European Union","Portugal ","CONTINENTE","Lisboa","Grande Lisboa","",""
"PT172","PT172","European Union","Portugal ","CONTINENTE","Lisboa","Península de Setúbal","",""
"PT181","PT181","European Union","Portugal ","CONTINENTE","Alentejo","Alentejo Litoral","",""
"PT184","PT184","European Union","Portugal ","CONTINENTE","Alentejo","Baixo Alentejo","",""
"PT185","PT185","European Union","Portugal ","CONTINENTE","Alentejo","Lezíria do Tejo","",""
"PT182","PT182","European Union","Portugal ","CONTINENTE","Alentejo","Alto Alentejo","",""
"PT183","PT183","European Union","Portugal ","CONTINENTE","Alentejo","Alentejo Central","",""
"PT200","PT200","European Union","Portugal ","Região Autónoma dos AÇORES","Região Autónoma dos Açores","Região Autónoma dos Açores","",""
"PT300","PT300","European Union","Portugal ","Região Autónoma da MADEIRA","Região Autónoma da Madeira","Região Autónoma da Madeira","",""
"PTZZZ","PTZZZ","European Union","Portugal ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"RO115","RO115","European Union","Romania","Macroregiunea unu","Nord-Vest","Satu Mare","",""
"RO116","RO116","European Union","Romania","Macroregiunea unu","Nord-Vest","Sălaj","",""
"RO113","RO113","European Union","Romania","Macroregiunea unu","Nord-Vest","Cluj","",""
"RO114","RO114","European Union","Romania","Macroregiunea unu","Nord-Vest","Maramureş","",""
"RO111","RO111","European Union","Romania","Macroregiunea unu","Nord-Vest","Bihor","",""
"RO112","RO112","European Union","Romania","Macroregiunea unu","Nord-Vest","Bistriţa-Năsăud","",""
"RO124","RO124","European Union","Romania","Macroregiunea unu","Centru","Harghita","",""
"RO121","RO121","European Union","Romania","Macroregiunea unu","Centru","Alba","",""
"RO122","RO122","European Union","Romania","Macroregiunea unu","Centru","Braşov","",""
"RO123","RO123","European Union","Romania","Macroregiunea unu","Centru","Covasna","",""
"RO125","RO125","European Union","Romania","Macroregiunea unu","Centru","Mureş","",""
"RO126","RO126","European Union","Romania","Macroregiunea unu","Centru","Sibiu","",""
"RO211","RO211","European Union","Romania","Macroregiunea doi","Nord-Est","Bacău","",""
"RO216","RO216","European Union","Romania","Macroregiunea doi","Nord-Est","Vaslui","",""
"RO212","RO212","European Union","Romania","Macroregiunea doi","Nord-Est","Botoşani","",""
"RO213","RO213","European Union","Romania","Macroregiunea doi","Nord-Est","Iaşi","",""
"RO215","RO215","European Union","Romania","Macroregiunea doi","Nord-Est","Suceava","",""
"RO214","RO214","European Union","Romania","Macroregiunea doi","Nord-Est","Neamţ","",""
"RO224","RO224","European Union","Romania","Macroregiunea doi","Sud-Est","Galaţi","",""
"RO221","RO221","European Union","Romania","Macroregiunea doi","Sud-Est","Brăila","",""
"RO226","RO226","European Union","Romania","Macroregiunea doi","Sud-Est","Vrancea","",""
"RO225","RO225","European Union","Romania","Macroregiunea doi","Sud-Est","Tulcea","",""
"RO222","RO222","European Union","Romania","Macroregiunea doi","Sud-Est","Buzău","",""
"RO223","RO223","European Union","Romania","Macroregiunea doi","Sud-Est","Constanţa","",""
"RO312","RO312","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Călăraşi","",""
"RO311","RO311","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Argeş","",""
"RO317","RO317","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Teleorman","",""
"RO316","RO316","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Prahova","",""
"RO313","RO313","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Dâmboviţa","",""
"RO314","RO314","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Giurgiu","",""
"RO315","RO315","European Union","Romania","Macroregiunea trei","Sud - Muntenia","Ialomiţa","",""
"RO321","RO321","European Union","Romania","Macroregiunea trei","Bucureşti - Ilfov","Bucureşti","",""
"RO322","RO322","European Union","Romania","Macroregiunea trei","Bucureşti - Ilfov","Ilfov","",""
"RO412","RO412","European Union","Romania","Macroregiunea patru","Sud-Vest Oltenia","Gorj","",""
"RO413","RO413","European Union","Romania","Macroregiunea patru","Sud-Vest Oltenia","Mehedinţi","",""
"RO414","RO414","European Union","Romania","Macroregiunea patru","Sud-Vest Oltenia","Olt","",""
"RO415","RO415","European Union","Romania","Macroregiunea patru","Sud-Vest Oltenia","Vâlcea","",""
"RO411","RO411","European Union","Romania","Macroregiunea patru","Sud-Vest Oltenia","Dolj","",""
"RO422","RO422","European Union","Romania","Macroregiunea patru","Vest","Caraş-Severin","",""
"RO423","RO423","European Union","Romania","Macroregiunea patru","Vest","Hunedoara","",""
"RO421","RO421","European Union","Romania","Macroregiunea patru","Vest","Arad","",""
"RO424","RO424","European Union","Romania","Macroregiunea patru","Vest","Timiş","",""
"ROZZZ","ROZZZ","European Union","Romania","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"SE110","SE110","European Union","Sweden","Östra Sverige","Stockholm","Stockholms län","",""
"SE121","SE121","European Union","Sweden","Östra Sverige","Östra Mellansverige","Uppsala län","",""
"SE125","SE125","European Union","Sweden","Östra Sverige","Östra Mellansverige","Västmanlands län","",""
"SE124","SE124","European Union","Sweden","Östra Sverige","Östra Mellansverige","Örebro län","",""
"SE122","SE122","European Union","Sweden","Östra Sverige","Östra Mellansverige","Södermanlands län","",""
"SE123","SE123","European Union","Sweden","Östra Sverige","Östra Mellansverige","Östergötlands län","",""
"SE212","SE212","European Union","Sweden","Södra Sverige","Småland med öarna","Kronobergs län","",""
"SE213","SE213","European Union","Sweden","Södra Sverige","Småland med öarna","Kalmar län","",""
"SE211","SE211","European Union","Sweden","Södra Sverige","Småland med öarna","Jönköpings län","",""
"SE214","SE214","European Union","Sweden","Södra Sverige","Småland med öarna","Gotlands län","",""
"SE224","SE224","European Union","Sweden","Södra Sverige","Sydsverige","Skåne län","",""
"SE221","SE221","European Union","Sweden","Södra Sverige","Sydsverige","Blekinge län","",""
"SE232","SE232","European Union","Sweden","Södra Sverige","Västsverige","Västra Götalands län","",""
"SE231","SE231","European Union","Sweden","Södra Sverige","Västsverige","Hallands län","",""
"SE311","SE311","European Union","Sweden","Norra Sverige","Norra Mellansverige","Värmlands län","",""
"SE312","SE312","European Union","Sweden","Norra Sverige","Norra Mellansverige","Dalarnas län","",""
"SE313","SE313","European Union","Sweden","Norra Sverige","Norra Mellansverige","Gävleborgs län","",""
"SE321","SE321","European Union","Sweden","Norra Sverige","Mellersta Norrland","Västernorrlands län","",""
"SE322","SE322","European Union","Sweden","Norra Sverige","Mellersta Norrland","Jämtlands län","",""
"SE331","SE331","European Union","Sweden","Norra Sverige","Övre Norrland","Västerbottens län","",""
"SE332","SE332","European Union","Sweden","Norra Sverige","Övre Norrland","Norrbottens län","",""
"SEZZZ","SEZZZ","European Union","Sweden","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"SI014","SI014","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Savinjska","",""
"SI016","SI016","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Spodnjeposavska","",""
"SI017","SI017","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Jugovzhodna Slovenija","",""
"SI018","SI018","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Notranjsko-kraška","",""
"SI015","SI015","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Zasavska","",""
"SI011","SI011","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Pomurska","",""
"SI012","SI012","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Podravska","",""
"SI013","SI013","European Union","Slovenia ","SLOVENIJA","Vzhodna Slovenija","Koroška","",""
"SI023","SI023","European Union","Slovenia ","SLOVENIJA","Zahodna Slovenija","Goriška","",""
"SI024","SI024","European Union","Slovenia ","SLOVENIJA","Zahodna Slovenija","Obalno-kraška","",""
"SI022","SI022","European Union","Slovenia ","SLOVENIJA","Zahodna Slovenija","Gorenjska","",""
"SI021","SI021","European Union","Slovenia ","SLOVENIJA","Zahodna Slovenija","Osrednjeslovenska","",""
"SIZZZ","SIZZZ","European Union","Slovenia ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"SK010","SK010","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Bratislavský kraj","Bratislavský kraj","",""
"SK023","SK023","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Západné Slovensko","Nitriansky kraj","",""
"SK021","SK021","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Západné Slovensko","Trnavský kraj","",""
"SK022","SK022","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Západné Slovensko","Trenčiansky kraj","",""
"SK031","SK031","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Stredné Slovensko","Žilinský kraj","",""
"SK032","SK032","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Stredné Slovensko","Banskobystrický kraj","",""
"SK041","SK041","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Východné Slovensko","Prešovský kraj","",""
"SK042","SK042","European Union","Slovakia","SLOVENSKÁ REPUBLIKA","Východné Slovensko","Košický kraj","",""
"SKZZZ","SKZZZ","European Union","Slovakia","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"UKC11","UKC11","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","",""
"UKC12","UKC12","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Tees Valley and Durham","South Teesside","",""
"UKC13","UKC13","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Tees Valley and Durham","Darlington","",""
"UKC14","UKC14","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Tees Valley and Durham","Durham CC","",""
"UKC23","UKC23","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Northumberland and Tyne and Wear","Sunderland","",""
"UKC22","UKC22","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Northumberland and Tyne and Wear","Tyneside","",""
"UKC21","UKC21","European Union","United Kingdom ","NORTH EAST (ENGLAND)","Northumberland and Tyne and Wear","Northumberland","",""
"UKD12","UKD12","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Cumbria","East Cumbria","",""
"UKD11","UKD11","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Cumbria","West Cumbria","",""
"UKD22","UKD22","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Cheshire","Cheshire CC","",""
"UKD21","UKD21","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Cheshire","Halton and Warrington","",""
"UKD31","UKD31","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Greater Manchester","Greater Manchester South","",""
"UKD32","UKD32","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Greater Manchester","Greater Manchester North","",""
"UKD43","UKD43","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Lancashire","Lancashire CC","",""
"UKD42","UKD42","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Lancashire","Blackpool","",""
"UKD41","UKD41","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Lancashire","Blackburn with Darwen","",""
"UKD53","UKD53","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Merseyside","Sefton","",""
"UKD54","UKD54","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Merseyside","Wirral","",""
"UKD52","UKD52","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Merseyside","Liverpool","",""
"UKD51","UKD51","European Union","United Kingdom ","NORTH WEST (ENGLAND)","Merseyside","East Merseyside","",""
"UKE11","UKE11","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","",""
"UKE12","UKE12","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","",""
